Aquila,甲　E-3-J（ボス）,3.12
Aquila,丙　E-3-J（ボス）,2.68
Aquila,丙　E-4-Q（ボス）,3.89
伊26,甲　E-1-I（ボス）,1.14
伊26,丙　E-1-I（ボス）,1.89
伊26,甲　E-3-J（ボス）,2.11
伊26,丙　E-3-J（ボス）,1.05
伊26,丙　E-4-Q（ボス）,2.30
Prinz_Eugen,甲　E-2-M（ボス）,1.69
Prinz_Eugen,丙　E-2-M（ボス）,1.05
秋津洲,甲　E-1-C,1.84
秋津洲,丙　E-1-C,0.59
鹿島,甲　E-2-M（ボス）,1.60
鹿島,丙　E-2-M（ボス）,1.26
秋月,甲　E-4-I,0.47
秋月,丙　E-4-I,0.58
秋月,丙　E-4-Q（ボス）,1.76
雲龍,甲　E-4-I,1.21
雲龍,丙　E-4-I,1.32
天城,甲　E-4-I,1.16
天城,丙　E-4-I,1.23
葛城,甲　E-4-I,1.10
葛城,丙　E-4-I,1.01
大淀,甲　E-2-D,1.38
大淀,丙　E-2-D,1.14
萩風,甲　E-3-J（ボス）,1.95
萩風,丙　E-3-J（ボス）,1.93
まるゆ,甲　E-1-I（ボス）,3.63
まるゆ,丙　E-1-I（ボス）,2.46